station_id,station_name,network_id,network_name,lat,lon,CityEng,StatesEng,CityNoAcc,StatesNoAcc
256,Merced,119,Valle de México,19.424722222222,-99.119722222222,Mexico City,Mexico City,Mexico City,Mexico City
263,Miguel Hidalgo,119,Valle de México,19.404,-99.202722222222,Mexico City,Mexico City,Mexico City,Mexico City
399,Metro Insurgentes,119,Valle de México,19.4235625,-99.162893611111,Mexico City,Mexico City,Mexico City,Mexico City
257,Montecillo,119,Valle de México,19.767777777778,-99.507777777778,,State of Mexico,,State of Mexico
299,Milpa Alta,119,Valle de México,19.199166666667,-99.010833333333,San Antonio Tecómitl,Mexico City,San Antonio Tecomitl,Mexico City
329,Netzahualcóyotl ,119,Valle de México,19.422308611111,-99.026118333333,Nezahualcóyotl,State of Mexico,Nezahualcoyotl,State of Mexico
258,Nezahualcóyotl,119,Valle de México,19.393888888889,-99.028333333333,Mexico City,State of Mexico,Mexico City,State of Mexico
331,Netzahualcóyotl Sur ,119,Valle de México,19.38889,-99.01944,Nezahualcóyotl,State of Mexico,Nezahualcoyotl,State of Mexico
259,Pedregal,119,Valle de México,19.325277777778,-99.204166666667,Mexico City,Mexico City,Mexico City,Mexico City
332,Plateros,119,Valle de México,19.367027777778,-99.200104722222,Mexico City,Mexico City,Mexico City,Mexico City
260,San Agustín,119,Valle de México,19.533055555556,-99.030555555556,Ecatepec de Morelos,State of Mexico,Ecatepec de Morelos,State of Mexico
262,Santa Fe,119,Valle de México,19.3575,-99.263055555556,Mexico City,Mexico City,Mexico City,Mexico City
264,Secretaría de Hacienda,119,Valle de México,19.446194444444,-99.207861111111,Mexico City,Mexico City,Mexico City,Mexico City
261,San Juan de Aragón,119,Valle de México,19.452777777778,-99.086111111111,Mexico City,Mexico City,Mexico City,Mexico City
400,Santa Ursula,119,Valle de México,19.314444444444,-99.150055555556,Mexico City,Mexico City,Mexico City,Mexico City
334,Tacuba,119,Valle de México,19.454846388889,-99.202814722222,Mexico City,Mexico City,Mexico City,Mexico City
265,Tlahuac,119,Valle de México,19.246666666667,-99.010833333333,Mexico City,Mexico City,Mexico City,Mexico City
335,Taxqueña ,119,Valle de México,19.337456666667,-99.122986666667,Mexico City,Mexico City,Mexico City,Mexico City
266,Tlalnepantla,119,Valle de México,19.529166666667,-99.204722222222,Tlalnepantla,State of Mexico,Tlalnepantla,State of Mexico
267,Tultitlán,119,Valle de México,19.602777777778,-99.177222222222,Buenavista,State of Mexico,Buenavista,State of Mexico
336,Tlalpan,119,Valle de México,19.256858333333,-99.183862222222,,Mexico City,,Mexico City
